lat	lon	site	type	year	jan	feb	mar	apr	may	jun	jul	aug	sep	oct	nov	dec	mean
521477	2059655	200001	QSI	1931	5.1	3.3	15.2	21.5	30.4	35	16.5	8.6	17	11	14.4	11	15.8
521477	2059655	200001	QSI	1932	6.4	3.8	3	17.8	35.8	16	8.6	10.7	18.6	14.1	19	11.4	13.8
521477	2059655	200001	QSI	1933	4.7	3.5	10.6	7.3	31.4	14.8	11.8	10.7	8.7	6.4	10	15.1	11.3
521477	2059655	200001	QSI	1934	8	9.9	6.8	11.5	10.4	13.4	6.8	10.3	16.1	5.3	10.9	11.6	10.1
521477	2059655	200001	QSI	1935	3.8	11.2	4.3	3	31.9	18.3	12.8	8.8	8.5	19	8.3	17.2	12.3
521477	2059655	200001	QSI	1936	4.2	5.1	3.1	4.4	38	11	19.1	28.2	10.8	6.7	8.6	15.3	12.9
521477	2059655	200001	QSI	1937	19.5	4.8	4.7	4.9	58.2	9.9	8.9	4.8	6.5	9.9	16.8	8.9	13.2
521477	2059655	200001	QSI	1938	4.4	7.2	5.3	3.1	3.6	3.7	8.7	9.4	5.3	7.3	12.7	4.6	6.3
521477	2059655	200001	QSI	1939	5.1	3	4.4	2.5	9.6	7.9	9.3	10.5	10.9	12.7	10.5	12.9	8.3
521477	2059655	200001	QSI	1940	4.9	7	3.3	5.2	41.2	9.6	6.1	4.2	8.9	20.4	13.2	4.9	10.7
521477	2059655	200001	QSI	1941	3.3	2.6	2	9.4	12.1	12.1	11.4	21.8	11.4	11.8	11.8	8.6	9.9
521477	2059655	200001	QSI	1942	4	3.5	2.7	3.9	5.3	8.1	8.9	13.9	4.6	4	12.2	6.4	6.5
521477	2059655	200001	QSI	1943	7.7	5.6	8.4	7.6	7.4	7.7	4.6	5.2	6.3	6	5.1	3.4	6.2
521477	2059655	200001	QSI	1944	2.5	2	1.6	1.3	7.8	24.5	10.2	3	3.6	3	9.2	3.1	6
521477	2059655	200001	QSI	1945	2.3	1.8	1.5	1.2	28.7	1.9	8.1	28.7	21.2	10.2	10.9	4.2	10.1
521477	2059655	200001	QSI	1946	3.2	3.1	6.4	5.5	7.8	10.4	4	4.6	9.5	15.3	15.6	6.6	7.7
521477	2059655	200001	QSI	1947	4.7	3.5	2.7	2.1	15	5.6	7.1	3.5	8.3	11.4	3	3.5	5.9
521477	2059655	200001	QSI	1948	5.8	2.9	2.2	1.8	25.5	5.4	13	7.4	7.1	11.1	19.3	8.5	9.2
521477	2059655	200001	QSI	1949	5.6	3.3	4.3	2.9	11.4	4.9	5.2	9.7	11.8	7.8	4.1	17.8	7.4
521477	2059655	200001	QSI	1950	6.5	11.2	5.2	3.5	2.9	11.9	17.6	11.8	5.8	4.7	19.5	7.7	9
521477	2059655	200001	QSI	1951	3.4	2.7	2.2	3.1	14.7	8.8	10.3	7.2	13	11.3	23.5	27.4	10.6
521477	2059655	200001	QSI	1952	4.8	3.8	3	11.4	13	5.8	24	6.1	12.9	9.1	7.5	3.5	8.8
521477	2059655	200001	QSI	1953	6.1	2.8	2.3	2.4	16.1	4.4	7.9	5.6	8.5	5.7	20.9	3.7	7.2
521477	2059655	200001	QSI	1954	3.7	32.6	3.2	3.8	12.4	16.9	5.3	13.8	7.5	29.3	11.3	6.9	12.2
521477	2059655	200001	QSI	1955	3.6	3.2	2.5	2.5	15.8	5.6	9.4	10.6	14.6	20.2	9.9	9.1	8.9
521477	2059655	200001	QSI	1956	4.1	18.1	41.5	11.7	17.1	7.5	5.2	8.2	5.9	9.8	4	12.1	12.1
521477	2059655	200001	QSI	1957	4	3.7	2.6	2.1	6.4	15.7	5.2	4.5	10.3	5.2	7.4	7	6.2
521477	2059655	200001	QSI	1958	4.4	3	2.6	5.4	50.3	37.7	10	16	7.2	6	8.5	3.5	12.9
521477	2059655	200001	QSI	1959	3.3	2.5	2	2.9	4.3	2	3.7	6.1	8.4	7.6	7.5	3.8	4.5
521477	2059655	200001	QSI	1960	8.8	8.1	4.5	7.8	17	9.3	7	10.3	5.3	5	24.4	7.3	9.6
521477	2059655	200001	QSI	1961	3.5	3.2	9.7	11.8	6.9	8.2	8	12.9	7.3	15.4	15.2	9.7	9.3
521477	2059655	200001	QSI	1962	5.8	3.5	3	9	6.6	9.4	5	7.1	5.9	3.8	2.9	15.7	6.5
521477	2059655	200001	QSI	1963	3.6	2.8	4.6	11.7	8.9	5.5	7.8	6.7	17.2	16.9	9.5	5.6	8.4
521477	2059655	200001	QSI	1964	3.8	2.9	2.3	13.3	4.3	11.6	4	12.6	9	3.5	9.5	4.2	6.8
521477	2059655	200001	QSI	1965	2.9	2.3	1.8	1.4	58.1	9.1	5.6	10.7	13.9	9	18.8	12.3	12.2
521477	2059655	200001	QSI	1966	9.2	4.9	9.2	7.4	11.1	8.8	15.8	8.7	11.1	10.2	14.6	6.2	9.8
521477	2059655	200001	QSI	1967	6.7	3.7	3	2.4	2.8	4.9	2.6	6.5	6.9	6.2	2.6	2.1	4.2
521477	2059655	200001	QSI	1968	2	1.6	1.3	1	6.1	14.3	6.7	7.7	4.8	3.7	20.9	15.9	7.2
521477	2059655	200001	QSI	1969	3.5	2.8	2.2	5.1	16.3	16.8	4.7	7.1	7	14.8	7.2	5.3	7.7
521477	2059655	200001	QSI	1970	3.1	3	2.2	1.8	11.5	28.5	7.9	28	13.4	25.3	23.7	13	13.4
521477	2059655	200001	QSI	1971	4.3	9.3	6.6	11	5.6	5.8	11.6	11.9	5.9	13.7	7.2	8.6	8.4
521477	2059655	200001	QSI	1972	4.8	4.6	6.8	5.7	4.3	6.1	9.6	5.2	9.2	10.2	9.9	10.3	7.2
521477	2059655	200001	QSI	1973	7	7	4.6	4.6	3	8.3	5.6	9.3	18.9	15.2	8.9	5.6	8.2
521477	2059655	200001	QSI	1974	7	13.5	6.4	4.3	6.5	4.4	4.3	11	10.6	28.5	20.7	4.4	10.1
521477	2059655	200001	QSI	1975	3.5	2.8	2.2	1.8	9.1	2	2.9	4.9	9.4	10.1	41.6	15.6	8.8
521477	2059655	200001	QSI	1976	4.1	5.1	6	5	7.2	7.9	3.6	11.7	8.4	11.6	3.5	4.1	6.5
521477	2059655	200001	QSI	1977	2.7	2.2	1.7	3.9	9	2.2	9	21.4	4	10.4	26.1	10.5	8.6
521477	2059655	200001	QSI	1978	3.8	3.5	11	20.1	16	17	5.5	6.3	13.2	16.1	8.3	4.4	10.4
521477	2059655	200001	QSI	1979	3.3	2.7	6.8	38.8	38.7	20.7	13	34.3	28.8	15.3	20.8	5.3	19
521477	2059655	200001	QSI	1980	4.1	3.3	3.4	3.4	8.2	8.2	6.1	9.1	9.2	7	3.7	5	5.9
521477	2059655	200001	QSI	1981	8.8	7	12.8	9.6	32.8	11.7	8.5	14.1	9.3	16.6	16.5	13.1	13.4
521477	2059655	200001	QSI	1982	10	7.6	3.8	3.1	33.3	11.9	21.3	15.6	8.1	5.2	15.9	8.3	12
521477	2059655	200001	QSI	1983	5.4	3.4	3	6.2	19.5	19.6	12.7	13.6	9.4	12.5	4	5.4	9.6
521477	2059655	200001	QSI	1984	6.2	4.2	2.8	3	17.8	23.2	5.6	4.4	14.8	13.7	13.4	6.1	9.6
521477	2059655	200001	QSI	1985	3.4	4	5.7	3.8	3	3.5	3.5	7	18.9	22	16	6.3	8.1
521477	2059655	200001	QSI	1986	5.3	3.3	2.6	16.7	21.9	8.7	6.8	11.7	7.7	22.7	17.9	5	10.9
521477	2059655	200001	QSI	1987	3.5	3.8	2.8	5	26.1	24.7	4.8	6.6	13.1	13.7	26.1	18.4	12.4
521477	2059655	200001	QSI	1988	12	4.1	3.7	3.6	5.2	13.2	11.6	20.5	15	11.5	20.7	8.3	10.8
521477	2059655	200001	QSI	1989	4.7	13.9	3.6	2.9	10.4	3.7	9.6	13.6	13.9	13.4	10.7	4.4	8.7
521477	2059655	200001	QSI	1990	5.6	3.2	2.8	2.5	2.1	8.9	5.4	7.4	16.2	26.8	20	11.3	9.4
521477	2059655	200001	QSI	1991	4.7	4.7	3.1	2.7	8.9	4.3	7.5	7.9	6.4	7.5	15.3	6.4	6.6
521477	2059655	200001	QSI	1992	3.3	2.7	2.1	5	29.5	3.7	9.8	13.8	9.6	13.2	9.3	11	9.4
521477	2059655	200001	QSI	1993	6.2	3.6	6	12.3	16.9	11	8.3	8.9	14.2	8.5	15.2	3.8	9.6
521477	2059655	200001	QSI	1994	3.5	2.7	4	2.6	2.7	3.3	3.9	9.1	8.8	14	4.4	8.5	5.6
521477	2059655	200001	QSI	1995	3	4.2	3.5	2.3	16.1	5.4	10.8	14.3	18.2	10.4	7.1	3.6	8.3
521477	2059655	200001	QSI	1996	3.5	11.9	6.5	4.2	15.2	16.3	10.9	12.7	11.7	8.5	30.7	6.8	11.6
521477	2059655	200001	QSI	1997	3.8	3.5	2.7	2.2	5.2	7.6	6.6	7.6	10.8	9.8	3.2	2.6	5.5
521477	2059655	200001	QSI	1998	2.2	1.8	4.3	1.7	12.6	12.9	6.9	9.2	12	10.1	26	9.5	9.1
521477	2059655	200001	QSI	1999	4.2	9	3.5	4.4	11.1	13	16.4	9.8	8.3	7.5	11	4.4	8.6
521477	2059655	200001	QSI	2000	3.3	2.8	2.2	2.2	11.6	14.8	4.3	7	7.2	12.3	3.7	5.1	6.4
521477	2059655	200001	QSI	2001	2.9	2.3	3.8	8.3	18.6	7.4	14.1	6.9	8.8	5.2	3.3	5.9	7.3
521477	2059655	200001	QSI	2002	2.8	2.2	1.7	12.3	11.9	11.7	5	18.3	12	5.2	3.2	7.8	7.8
521477	2059655	200001	QSI	2003	3.6	2.6	2.4	12.7	11.5	10.8	14	15.3	3.9	15.6	24.7	8.1	10.4
521477	2059655	200001	QSI	2004	5.8	3.4	17.6	18.3	21.6	15.1	12.2	9.3	17.1	10.1	7	11.1	12.4
521477	2059655	200001	QSI	2005	7.4	3.7	2.9	3.8	42.2	19	16.4	6.8	8.5	14.7	10.6	5.3	11.8
521477	2059655	200001	QSI	2006	4.6	5	9.5	11.6	16.9	14.7	9.3	21.6	4.9	8.3	12.1	6.9	10.4
521477	2059655	200001	QSI	2007	8.5	3.5	21.5	7.9	36.6	7.8	6.6	9.8	5.5	16.4	8.5	17.3	12.5
521477	2059655	200001	QSI	2008	6.3	3.7	3	11.9	5.2	15.3	5.6	25.1	15.8	9	10.2	9.3	10
521477	2059655	200001	QSI	2009	6.7	23	5.8	9.1	29.7	19	9.6	10.9	9.8	5.7	8	5.8	11.9
521477	2059655	200001	QSI	2010	4.5	4.8	2.9	9.2	17	21.9	13.6	5.9	9	8.2	16.8	5	9.9
521477	2059655	220001	QSI	1934	2.5	2.5	1.9	1.3	2.8	2.4	1.8	5.1	5.3	4.5	15	7.2	4.3
521477	2059655	220001	QSI	1935	3.5	2.5	1.9	1.5	6.6	2.2	1.8	7	3.1	11.2	3.8	2.7	4
521477	2059655	220001	QSI	1936	1.9	2	1.4	1.1	4.8	1.5	6	2.9	8.1	4.9	9.7	6.4	4.2
521477	2059655	220001	QSI	1937	5.4	2.3	1.9	2.2	13.7	2.1	1.8	3.5	4.1	2.5	4.4	2.6	3.9
521477	2059655	220001	QSI	1938	2.5	2.1	1.5	1.2	1.5	1.1	2.1	2.2	2.6	5.7	5.9	3	2.6
521477	2059655	220001	QSI	1939	2	1.6	1.3	1.3	5	1.3	3.1	3.5	2.5	3.9	1.7	3.7	2.6
521477	2059655	220001	QSI	1940	2	1.5	1.2	2.5	7	3.4	2.5	1.8	6	9.9	5.9	2.1	3.8
521477	2059655	220001	QSI	1941	1.7	1.4	1.1	3	2.9	3.3	2.3	2.7	5.7	3.6	1.9	4.5	2.8
521477	2059655	220001	QSI	1942	1.8	1.4	1.2	1	3.7	1.8	3.6	2.6	4.8	2.3	3.2	1.7	2.4
521477	2059655	220001	QSI	1943	1.7	1.3	1.5	2	1.6	2.8	2	1.5	2	1.2	3.1	1.5	1.9
521477	2059655	220001	QSI	1944	1.1	0.9	0.7	0.6	5.5	5.2	2.6	1.9	3.3	1.6	1.5	1.3	2.2
521477	2059655	220001	QSI	1945	1	0.9	0.8	0.6	9.5	2.7	1.6	5.5	5	4.8	5.4	2	3.3
521477	2059655	220001	QSI	1946	1.8	1.7	1.4	2.6	4.6	2.5	2.7	3.3	4.4	1.8	3.2	1.7	2.6
521477	2059655	220001	QSI	1947	2	1.5	1.2	2	3.3	1.5	2	1.3	1.1	6.5	1.3	1.1	2.1
521477	2059655	220001	QSI	1948	1.8	1.2	1	1	15.1	2	3.5	2.1	2.1	1.7	3.6	2.9	3.2
521477	2059655	220001	QSI	1949	2.2	1.5	1.4	2.2	4.9	1.8	1.7	1.3	4.2	2.2	1.4	2.9	2.3
521477	2059655	220001	QSI	1950	2.4	1.9	1.8	1.9	1.5	3.4	4.9	2	1.5	1.9	2.5	2.8	2.4
521477	2059655	220001	QSI	1951	1.5	1.2	1	4.5	4.1	2	1.5	1.8	4	1.5	5.7	9.3	3.2
521477	2059655	220001	QSI	1952	2.1	1.8	1.6	3.9	6.6	4	4.2	1.9	3.9	1.9	2.7	1.7	3
521477	2059655	220001	QSI	1953	1.8	1.4	1.1	1.2	4.2	1.3	1.2	1.5	1.3	1.8	6.4	1.7	2.1
521477	2059655	220001	QSI	1954	2.4	5.5	2	1.6	5.7	3.5	2	1.7	1.7	6.9	3.9	2.3	3.3
521477	2059655	220001	QSI	1955	1.6	1.7	1.3	1.1	2.9	1.1	3.2	1.7	2.1	4.1	3.9	2.9	2.3
521477	2059655	220001	QSI	1956	2.8	3.7	4.3	3.8	7.1	2.2	1.8	1.5	1.2	4	3.3	2.1	3.2
521477	2059655	220001	QSI	1957	2.2	2.4	1.4	1.2	0.9	2	1.4	1	1.9	2.5	2	3.2	1.8
521477	2059655	220001	QSI	1958	3.4	1.7	1.6	3.1	14.9	5.3	2.5	1.9	2	3.4	3.5	2.1	3.8
521477	2059655	220001	QSI	1959	2.3	1.5	1.3	1.4	1	1	1	0.8	3	1.5	4.3	2.5	1.8
521477	2059655	220001	QSI	1960	4.1	2	2.4	3.5	4	2	1.5	2.3	1.6	1.9	5.3	3.6	2.8
521477	2059655	220001	QSI	1961	2.1	1.7	2.7	1.5	2.6	1.8	2	2.8	1.6	9.8	9.1	7	3.7
521477	2059655	220001	QSI	1962	3.3	2.2	2.1	2.5	1.6	2.5	1.4	1.5	2.1	2.3	4.1	7.7	2.8
521477	2059655	220001	QSI	1963	2.1	1.8	1.5	2	2.4	1.3	1.5	2.7	5	9.4	5.2	2.5	3.1
521477	2059655	220001	QSI	1964	2.2	1.7	1.4	1.2	1	0.8	0.7	1.7	2.3	2.5	2.8	1.7	1.7
521477	2059655	220001	QSI	1965	1.5	1.1	0.9	0.9	6.4	2	1.6	1.4	6.3	3.7	9	5.2	3.3
521477	2059655	220001	QSI	1966	6.1	2.5	2.5	1.9	2.2	2.2	3.3	2.3	3	6.2	5.6	2.5	3.3
521477	2059655	220001	QSI	1967	2.8	1.7	1.5	1.2	1	1	0.9	1	4.3	3.4	1.8	1.5	1.8
521477	2059655	220001	QSI	1968	2	1.2	1	0.8	0.6	1.2	2	0.9	3.7	3.8	6.4	4.1	2.3
521477	2059655	220001	QSI	1969	1.8	1.5	1.2	0.9	4.5	4.7	1.8	2.3	4.7	4.9	12.6	5.7	3.9
521477	2059655	220001	QSI	1970	2.8	2	1.6	1.3	2.3	3.9	1.9	5.4	3	9.4	9.4	4.9	4
521477	2059655	220001	QSI	1971	2.3	3.5	1.9	1.6	2	1.3	2.4	2.1	3.7	3.7	5.3	3.5	2.8
521477	2059655	220001	QSI	1972	2.4	1.7	1.4	1.3	1.6	1.2	1.1	2	3.8	3.4	2.5	3	2.1
521477	2059655	220001	QSI	1973	3.6	1.9	1.5	1.2	1	1.1	1.3	1.9	4.4	6	4.3	2.2	2.5
521477	2059655	220001	QSI	1974	2	2	1.4	1.3	2.4	1.2	1.2	2.5	4.8	6.9	5.5	2.3	2.8
521477	2059655	220001	QSI	1975	1.9	1.5	1.2	1	1	0.8	1.2	1.8	6.1	6	9.4	3.5	3
521477	2059655	220001	QSI	1976	2	1.9	1.5	1.5	1.4	1.8	1.2	2.1	1.9	3.9	1.4	1.6	1.8
521477	2059655	220001	QSI	1977	1.2	1	0.8	2	11.3	2.1	2.3	2.8	2	2.3	5.2	3.5	3
521477	2059655	220001	QSI	1978	1.9	1.6	1.7	3	1.8	3.2	1.6	1.4	2.5	3.6	3	1.9	2.3
521477	2059655	220001	QSI	1979	1.4	1.1	1.6	4.6	12.2	7.3	4.1	10.9	16.8	4.3	4	2.7	5.9
521477	2059655	220001	QSI	1980	2.1	1.8	1.9	1.3	4	2	1.8	1.3	1.2	1.3	1.4	1.8	1.8
521477	2059655	220001	QSI	1981	2.7	1.5	1.6	2	13	3.1	2.6	2.3	3	9.4	3	5.2	4.1
521477	2059655	220001	QSI	1982	2.2	2	1.5	1.2	7.3	1.4	1.9	1.8	4.5	1.5	3	3.4	2.7
521477	2059655	220001	QSI	1983	2.1	1.4	1.2	1.1	5.8	1.4	2.6	2.8	1.6	2.6	1.4	3.7	2.3
521477	2059655	220001	QSI	1984	3.3	3.7	1.6	1.3	1.6	3.5	1.6	1.2	2.4	4	3.7	1.9	2.5
521477	2059655	220001	QSI	1985	1.4	1.2	1.1	1	1.8	1	0.8	1.7	6.3	10.8	3.6	1.8	2.7
521477	2059655	220001	QSI	1986	2	1.4	1.1	6.7	7.1	1.7	1.5	2.5	2.7	1.8	4.1	1.6	2.8
521477	2059655	220001	QSI	1987	1.3	1.1	1.7	2	4.3	10	2.6	1.7	1.9	2.1	10.1	5.4	3.7
521477	2059655	220001	QSI	1988	3.5	4.1	2.3	2.5	1.7	4	3.1	5.2	3.1	2.3	3.3	2.1	3.1
521477	2059655	220001	QSI	1989	1.8	1.9	1.4	1.2	1.1	0.9	1.1	2.7	5.3	1.9	1.3	1.5	1.8
521477	2059655	220001	QSI	1990	1.5	1.3	1.1	0.9	0.7	0.8	1.5	0.8	2.1	13.5	7.1	3.1	2.9
521477	2059655	220001	QSI	1991	1.9	1.5	1.2	1.6	1	0.8	1.1	0.7	1	2.6	3.6	3.4	1.7
521477	2059655	220001	QSI	1992	2.6	1.9	1.4	1.8	15.4	1.7	2.3	1.5	2.3	3.5	6	2.6	3.6
521477	2059655	220001	QSI	1993	3.6	1.8	1.4	12.8	9.7	2.2	1.7	1.6	3.4	1.4	4.4	1.4	3.8
521477	2059655	220001	QSI	1994	1.3	1	2.5	2	1.4	1.1	0.9	0.7	1.5	2.5	1.2	1	1.4
521477	2059655	220001	QSI	1995	0.8	1.9	0.9	0.7	0.6	0.6	2.4	2.4	5.1	2	1.5	1.4	1.7
521477	2059655	220001	QSI	1996	2.9	1.8	2.8	2.2	1.8	1.7	7.2	2.2	13.7	2.8	13.8	2.8	4.6
521477	2059655	220001	QSI	1997	2.5	2.2	1.6	1.3	1.6	1.3	1.4	1.2	0.9	1.2	1.2	0.8	1.4
521477	2059655	220001	QSI	1998	0.8	0.8	1.5	1	0.8	2.8	1	3.5	6.8	6.1	10.7	8	3.7
521477	2059655	220001	QSI	1999	2.7	2.5	1.9	1.5	1.4	3.7	2.3	1.8	1.4	5.6	6.4	3.5	2.9
521477	2059655	220001	QSI	2000	2.9	2.9	1.7	1.4	2.1	1.5	1.2	1	6.4	2.8	5.9	3.8	2.8
521477	2059655	220001	QSI	2001	3.1	2	1.5	1.2	0.9	0.8	1	0.7	1	1.9	2.8	1.8	1.6
521477	2059655	220001	QSI	2002	1.1	0.9	0.7	1.5	0.8	1.5	0.9	1.1	7.4	1.5	1.7	1.2	1.7
521477	2059655	220001	QSI	2003	2.7	1.3	1	2.8	2.5	1.3	1.7	1.2	1.5	6.8	4.6	5.5	2.7
521477	2059655	220001	QSI	2004	2.1	1.7	2.3	1.4	5.3	1.9	1.6	1.4	1.7	2.4	1.8	2.9	2.2
521477	2059655	220001	QSI	2005	2.7	1.4	1.1	1.3	9.6	2.7	4.3	3.3	3.1	13.7	2.9	2.1	4
521477	2059655	220001	QSI	2006	2.1	1.5	1.6	4.1	2.8	2.6	1.6	3	2.2	2.3	4.8	4.9	2.8
521477	2059655	220001	QSI	2007	2	1.8	2.9	2	4.4	2	1.6	3.8	1.5	5.1	6.1	6	3.3
521477	2059655	220001	QSI	2008	5.1	2	1.6	2.4	1.5	3.3	1.4	2	10.9	4.2	5.3	2.5	3.5
521477	2059655	220001	QSI	2009	1.8	2.7	1.6	2.3	8.3	2.2	1.8	4.3	2	3.5	5.4	6.6	3.5
521477	2059655	220001	QSI	2010	2.6	1.8	1.5	2.9	8.3	6.1	3.5	2.3	8.4	8.1	9.2	2.4	4.8
521477	2059655	230001	QSI	1934	1	1	0.7	0.3	1.3	1.2	0.8	2.3	2.3	1.8	5.8	2.5	1.8
521477	2059655	230001	QSI	1935	1.1	0.8	0.5	0.3	2.6	0.9	0.7	3	1.3	4.2	1.5	1	1.5
521477	2059655	230001	QSI	1936	0.5	0.8	0.4	0.3	1.7	0.5	2.4	1.2	3.3	2	3.8	2.1	1.6
521477	2059655	230001	QSI	1937	1.7	0.6	0.4	0.9	4.6	0.7	0.6	1.6	1.8	1	2	1	1.4
521477	2059655	230001	QSI	1938	1.1	0.9	0.4	0.4	0.8	0.4	1.1	1	1.3	2.6	2.3	1.3	1.1
521477	2059655	230001	QSI	1939	0.7	0.5	0.4	0.6	2.1	0.4	1.6	1.7	1	1.8	0.5	1.9	1.1
521477	2059655	230001	QSI	1940	0.9	0.5	0.4	1.3	3	1.6	1.2	0.7	2.7	3.5	2.2	0.6	1.5
521477	2059655	230001	QSI	1941	0.5	0.3	0.3	1.4	1.3	1.4	1	1.3	2.4	1.6	0.6	2.1	1.2
521477	2059655	230001	QSI	1942	0.6	0.4	0.4	0.3	1.7	0.8	1.8	1.2	2.2	1	1.5	0.6	1
521477	2059655	230001	QSI	1943	0.8	0.5	0.6	1	0.6	1.4	1	0.6	0.9	0.4	1.6	0.7	0.8
521477	2059655	230001	QSI	1944	0.4	0.3	0.3	0.3	2.2	2.2	1.1	0.8	1.3	0.6	0.6	0.5	0.9
521477	2059655	230001	QSI	1945	0.3	0.4	0.4	0.2	3.7	1.2	0.6	2.3	2.2	2	2.1	0.5	1.3
521477	2059655	230001	QSI	1946	0.6	0.7	0.5	1.4	2.1	1.2	1.3	1.3	1.8	0.5	1.5	0.6	1.1
521477	2059655	230001	QSI	1947	1	0.7	0.4	1.1	1.4	0.6	1.1	0.5	0.3	2.8	0.4	0.4	0.9
521477	2059655	230001	QSI	1948	1.1	0.6	0.5	0.5	5.5	0.9	1.7	1	1	0.8	1.8	1.5	1.4
521477	2059655	230001	QSI	1949	1.1	0.5	0.6	1.2	2.2	0.8	0.8	0.4	1.8	1.1	0.5	1.5	1
521477	2059655	230001	QSI	1950	1.1	0.9	0.8	1	0.7	1.7	2.4	0.7	0.4	0.9	1.4	1.4	1.1
521477	2059655	230001	QSI	1951	0.5	0.4	0.4	2.1	1.5	0.8	0.6	0.7	1.8	0.5	2.6	3.8	1.3
521477	2059655	230001	QSI	1952	0.7	0.6	0.6	1.4	2.7	1.8	1.8	0.5	1.5	0.7	1.3	0.7	1.2
521477	2059655	230001	QSI	1953	0.8	0.6	0.4	0.6	1.5	0.4	0.4	0.7	0.5	0.8	2.7	0.6	0.8
521477	2059655	230001	QSI	1954	1.2	2.4	0.7	0.5	2.5	1.4	0.7	0.6	0.8	2.9	1.7	0.8	1.4
521477	2059655	230001	QSI	1955	0.5	0.8	0.5	0.4	1.3	0.3	1.4	0.7	0.9	1.8	1.8	1.3	1
521477	2059655	230001	QSI	1956	1.3	1.6	1.9	1.7	2.9	0.7	0.4	0.5	0.3	1.6	1.5	0.9	1.3
521477	2059655	230001	QSI	1957	1	1.2	0.4	0.4	0.3	0.9	0.7	0.3	1	1.2	1.1	1.6	0.9
521477	2059655	230001	QSI	1958	1.6	0.7	0.6	1.6	5.2	2	0.9	0.6	0.8	1.6	1.6	0.9	1.5
521477	2059655	230001	QSI	1959	1.1	0.5	0.4	0.5	0.3	0.4	0.4	0.3	1.4	0.6	1.9	1.2	0.8
521477	2059655	230001	QSI	1960	1.8	0.7	0.9	1.3	1.5	0.6	0.4	0.8	0.6	0.9	2.3	1.5	1.1
521477	2059655	230001	QSI	1961	0.8	0.6	1	0.6	1.3	0.8	0.9	1.2	0.6	3.7	3.4	2.4	1.4
521477	2059655	230001	QSI	1962	1.2	0.7	0.8	1	0.4	1	0.4	0.5	1	1.2	1.8	3	1.1
521477	2059655	230001	QSI	1963	0.7	0.7	0.5	0.8	1	0.4	0.7	1.2	2.2	3.3	1.8	0.8	1.2
521477	2059655	230001	QSI	1964	0.8	0.6	0.5	0.4	0.3	0.2	0.2	0.8	1.1	1.2	1.4	0.8	0.7
521477	2059655	230001	QSI	1965	0.8	0.4	0.3	0.4	2.7	1.1	0.7	0.6	3	1.7	3.5	2.1	1.4
521477	2059655	230001	QSI	1966	2.3	0.8	1	0.6	1.1	1.1	1.5	0.9	1.2	2.5	2.3	0.9	1.4
521477	2059655	230001	QSI	1967	1.2	0.5	0.5	0.3	0.3	0.5	0.4	0.5	2.2	1.5	0.9	0.7	0.8
521477	2059655	230001	QSI	1968	1.1	0.5	0.3	0.2	0.2	0.7	1.2	0.4	1.9	1.7	2.6	1.6	1
521477	2059655	230001	QSI	1969	0.5	0.4	0.3	0.2	1.9	2	0.8	1	2	2	4.7	2.1	1.5
521477	2059655	230001	QSI	1970	0.9	0.5	0.3	0.2	0.9	1.6	0.8	2.3	1.3	3.8	3.3	1.7	1.5
521477	2059655	230001	QSI	1971	0.6	1.4	0.5	0.4	0.8	0.4	1.2	1	1.7	1.5	2.3	1.5	1.1
521477	2059655	230001	QSI	1972	0.9	0.5	0.4	0.5	0.8	0.5	0.5	1	1.8	1.3	1.3	1.1	0.9
521477	2059655	230001	QSI	1973	1.6	0.7	0.4	0.4	0.4	0.5	0.7	1	1.9	2.1	2	0.9	1
521477	2059655	230001	QSI	1974	0.8	0.9	0.4	0.6	1.3	0.4	0.5	1.3	2.2	3.2	2.3	0.8	1.2
521477	2059655	230001	QSI	1975	0.7	0.4	0.3	0.3	0.5	0.3	0.6	0.9	2.7	2.8	3.8	1.2	1.2
521477	2059655	230001	QSI	1976	0.6	0.6	0.5	0.6	0.6	1	0.5	0.9	1	1.7	0.4	0.9	0.8
521477	2059655	230001	QSI	1977	0.6	0.3	0.2	1.2	4.4	1	1.2	1.3	1	1.1	2	1.4	1.3
521477	2059655	230001	QSI	1978	0.6	0.5	0.7	1.5	0.8	1.7	0.7	0.5	1.2	1.5	1.5	0.8	1
521477	2059655	230001	QSI	1979	0.5	0.4	0.9	2.5	4.5	2.5	1.6	3.8	5.6	1.4	1.2	0.8	2.1
521477	2059655	230001	QSI	1980	0.6	0.5	0.7	0.3	1.8	1	0.8	0.4	0.4	0.5	0.9	1	0.7
521477	2059655	230001	QSI	1981	1.5	0.7	0.8	0.9	4.7	1.2	1	0.9	1.2	3.9	1.1	2.1	1.7
521477	2059655	230001	QSI	1982	0.7	0.8	0.4	0.3	2.6	0.4	0.9	0.7	2.1	0.4	1.5	1.5	1
521477	2059655	230001	QSI	1983	1	0.4	0.4	0.3	2.2	0.4	1	1.2	0.6	1.3	0.5	2	0.9
521477	2059655	230001	QSI	1984	1.5	1.6	0.5	0.3	0.6	1.4	0.7	0.4	1.1	1.9	1.7	0.8	1
521477	2059655	230001	QSI	1985	0.4	0.4	0.5	0.5	0.9	0.3	0.4	0.9	3	3.7	1.3	0.5	1.1
